LUC,GCM,RCP,Timestep,LULC,Mean,Lower,Upper
BAU,CanESM2,rcp45,2043,Shrubland,110072.64,109836.85,110346.17499999999
BAU,CanESM2,rcp45,2043,SnowIce,28,28,28
BAU,CanESM2,rcp45,2043,Water,18655,18655,18655
BAU,CanESM2,rcp45,2043,Wetland,2681.68,2612.425,2745.05
BAU,CanESM2,rcp45,2044,Agriculture,43232.8,42718.149999999994,43742.774999999994
BAU,CanESM2,rcp45,2044,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2044,Developed,31034.77,30118,31685
BAU,CanESM2,rcp45,2044,Forest,154764.18,154477.95,155042.125
BAU,CanESM2,rcp45,2044,Grassland,44231.88,43658,44892.725000000006
BAU,CanESM2,rcp45,2044,Shrubland,110029.11,109796.65,110313.04999999999
BAU,CanESM2,rcp45,2044,SnowIce,28,28,28
BAU,CanESM2,rcp45,2044,Water,18655,18655,18655
BAU,CanESM2,rcp45,2044,Wetland,2681.26,2606.2749999999996,2752.875
BAU,CanESM2,rcp45,2045,Agriculture,43185.76,42711.649999999994,43659.425
BAU,CanESM2,rcp45,2045,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2045,Developed,31201.74,30221.025,31926.4
BAU,CanESM2,rcp45,2045,Forest,154727.33,154457.85,155013.925
BAU,CanESM2,rcp45,2045,Grassland,44186.95,43621,44853.7
BAU,CanESM2,rcp45,2045,Shrubland,109990.96,109758.07500000001,110270.45
BAU,CanESM2,rcp45,2045,SnowIce,28,28,28
BAU,CanESM2,rcp45,2045,Water,18655,18655,18655
BAU,CanESM2,rcp45,2045,Wetland,2681.26,2604.8,2753.3
BAU,CanESM2,rcp45,2046,Agriculture,43150.59,42706.2,43639.35
BAU,CanESM2,rcp45,2046,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2046,Developed,31375.71,30298,32093.3
BAU,CanESM2,rcp45,2046,Forest,154687.53,154434.95,154939.35
BAU,CanESM2,rcp45,2046,Grassland,44131.81,43548.025,44757.725000000006
BAU,CanESM2,rcp45,2046,Shrubland,109948.37,109716.7,110249
BAU,CanESM2,rcp45,2046,SnowIce,28,28,28
BAU,CanESM2,rcp45,2046,Water,18655,18655,18655
BAU,CanESM2,rcp45,2046,Wetland,2679.99,2607.475,2750.5249999999996
BAU,CanESM2,rcp45,2047,Agriculture,43106.37,42642.625,43635.774999999994
BAU,CanESM2,rcp45,2047,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2047,Developed,31555.61,30632,32368.025
BAU,CanESM2,rcp45,2047,Forest,154646.39,154370.75,154912.975
BAU,CanESM2,rcp45,2047,Grassland,44081.8,43499,44659.625
BAU,CanESM2,rcp45,2047,Shrubland,109903.94,109649.175,110197.4
BAU,CanESM2,rcp45,2047,SnowIce,28,28,28
BAU,CanESM2,rcp45,2047,Water,18655,18655,18655
BAU,CanESM2,rcp45,2047,Wetland,2679.89,2609.75,2757.05
BAU,CanESM2,rcp45,2048,Agriculture,43058.98,42591,43604.850000000006
BAU,CanESM2,rcp45,2048,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2048,Developed,31732.8,30796.925,32479.25
BAU,CanESM2,rcp45,2048,Forest,154607.48,154332.275,154889
BAU,CanESM2,rcp45,2048,Grassland,44032.49,43357.425,44671.425
BAU,CanESM2,rcp45,2048,Shrubland,109862.1,109613.475,110155.9
BAU,CanESM2,rcp45,2048,SnowIce,28,28,28
BAU,CanESM2,rcp45,2048,Water,18655,18655,18655
BAU,CanESM2,rcp45,2048,Wetland,2680.15,2606.425,2758.575
BAU,CanESM2,rcp45,2049,Agriculture,43018.48,42499.3,43554.45
BAU,CanESM2,rcp45,2049,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2049,Developed,31914.55,31090.6,32645.125
BAU,CanESM2,rcp45,2049,Forest,154563.65,154295.95,154865.52500000002
BAU,CanESM2,rcp45,2049,Grassland,43978.24,43353.149999999994,44660
BAU,CanESM2,rcp45,2049,Shrubland,109818.55,109552.5,110084.225
BAU,CanESM2,rcp45,2049,SnowIce,28,28,28
BAU,CanESM2,rcp45,2049,Water,18655,18655,18655
BAU,CanESM2,rcp45,2049,Wetland,2680.53,2608,2765.525
BAU,CanESM2,rcp45,2050,Agriculture,42965.9,42420.375,43506.350000000006
BAU,CanESM2,rcp45,2050,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2050,Developed,32082.32,31247.175000000003,32856.825
BAU,CanESM2,rcp45,2050,Forest,154529.18,154255.675,154841
BAU,CanESM2,rcp45,2050,Grassland,43935.21,43288.45,44645.725
BAU,CanESM2,rcp45,2050,Shrubland,109780.41,109509.9,110052.5
BAU,CanESM2,rcp45,2050,SnowIce,28,28,28
BAU,CanESM2,rcp45,2050,Water,18655,18655,18655
BAU,CanESM2,rcp45,2050,Wetland,2680.98,2610.8500000000004,2763.525
BAU,CanESM2,rcp45,2051,Agriculture,42910.3,42369.625,43431.075
BAU,CanESM2,rcp45,2051,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2051,Developed,32251.46,31395.05,33142
BAU,CanESM2,rcp45,2051,Forest,154492.89,154220.7,154809
BAU,CanESM2,rcp45,2051,Grassland,43895.79,43245.375,44657.925
BAU,CanESM2,rcp45,2051,Shrubland,109741.37,109480.125,110044.725
BAU,CanESM2,rcp45,2051,SnowIce,28,28,28
BAU,CanESM2,rcp45,2051,Water,18655,18655,18655
BAU,CanESM2,rcp45,2051,Wetland,2682.19,2608.125,2768.525
BAU,CanESM2,rcp45,2052,Agriculture,42869.81,42346.525,43442.5
BAU,CanESM2,rcp45,2052,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2052,Developed,32443.79,31578.525,33317.525
BAU,CanESM2,rcp45,2052,Forest,154447.73,154174.75,154780.5
BAU,CanESM2,rcp45,2052,Grassland,43837.84,43161.075,44578.15
BAU,CanESM2,rcp45,2052,Shrubland,109692.59,109411.8,109991.975
BAU,CanESM2,rcp45,2052,SnowIce,28,28,28
BAU,CanESM2,rcp45,2052,Water,18655,18655,18655
BAU,CanESM2,rcp45,2052,Wetland,2682.24,2606.75,2770.15
BAU,CanESM2,rcp45,2053,Agriculture,42825.23,42290.350000000006,43388.024999999994
BAU,CanESM2,rcp45,2053,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2053,Developed,32616.78,31720,33489.725
BAU,CanESM2,rcp45,2053,Forest,154407.91,154113.375,154709.55
BAU,CanESM2,rcp45,2053,Grassland,43788.58,43147.75,44533.65
BAU,CanESM2,rcp45,2053,Shrubland,109652.57,109390.375,109958.675
BAU,CanESM2,rcp45,2053,SnowIce,28,28,28
BAU,CanESM2,rcp45,2053,Water,18655,18655,18655
BAU,CanESM2,rcp45,2053,Wetland,2682.93,2601.425,2771.1499999999996
BAU,CanESM2,rcp45,2054,Agriculture,42782.83,42226.350000000006,43389.675
BAU,CanESM2,rcp45,2054,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2054,Developed,32795.45,31901.4,33614.7
BAU,CanESM2,rcp45,2054,Forest,154365.86,154088.55,154673.625
BAU,CanESM2,rcp45,2054,Grassland,43734.83,43085,44429
BAU,CanESM2,rcp45,2054,Shrubland,109611.22,109337.8,109926.125
BAU,CanESM2,rcp45,2054,SnowIce,28,28,28
BAU,CanESM2,rcp45,2054,Water,18655,18655,18655
BAU,CanESM2,rcp45,2054,Wetland,2683.81,2603.125,2772.775
BAU,CanESM2,rcp45,2055,Agriculture,42741.62,42159.45,43366.575
BAU,CanESM2,rcp45,2055,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2055,Developed,32967.15,32039.050000000003,33778.275
BAU,CanESM2,rcp45,2055,Forest,154325.16,154019.475,154638.775
BAU,CanESM2,rcp45,2055,Grassland,43684.65,43022.95,44296.05
BAU,CanESM2,rcp45,2055,Shrubland,109571.09,109307.125,109892.225
BAU,CanESM2,rcp45,2055,SnowIce,28,28,28
BAU,CanESM2,rcp45,2055,Water,18655,18655,18655
BAU,CanESM2,rcp45,2055,Wetland,2684.33,2601.175,2767.25
BAU,CanESM2,rcp45,2056,Agriculture,42696.27,42095.925,43363.3
BAU,CanESM2,rcp45,2056,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2056,Developed,33143.14,32182.625,33888.15
BAU,CanESM2,rcp45,2056,Forest,154282.75,153988.7,154609.45
BAU,CanESM2,rcp45,2056,Grassland,43635.69,42981.225000000006,44305
BAU,CanESM2,rcp45,2056,Shrubland,109530.83,109270.75,109857.6
BAU,CanESM2,rcp45,2056,SnowIce,28,28,28
BAU,CanESM2,rcp45,2056,Water,18655,18655,18655
BAU,CanESM2,rcp45,2056,Wetland,2685.32,2604.6,2766.625
BAU,CanESM2,rcp45,2057,Agriculture,42655.25,42136.2,43340.825
BAU,CanESM2,rcp45,2057,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2057,Developed,33325.5,32392,34131.225
BAU,CanESM2,rcp45,2057,Forest,154241.22,153922.75,154529.1
BAU,CanESM2,rcp45,2057,Grassland,43577.07,42867.65,44210.075
BAU,CanESM2,rcp45,2057,Shrubland,109489.39,109219.175,109803.225
BAU,CanESM2,rcp45,2057,SnowIce,28,28,28
BAU,CanESM2,rcp45,2057,Water,18655,18655,18655
BAU,CanESM2,rcp45,2057,Wetland,2685.57,2601.8,2764.1
BAU,CanESM2,rcp45,2058,Agriculture,42600.89,42068.05,43288.85
BAU,CanESM2,rcp45,2058,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2058,Developed,33494.05,32488.75,34414.675
BAU,CanESM2,rcp45,2058,Forest,154201.94,153899.95,154505.3
BAU,CanESM2,rcp45,2058,Grassland,43540.07,42824.675,44185
BAU,CanESM2,rcp45,2058,Shrubland,109450.49,109184.79999999999,109776.375
BAU,CanESM2,rcp45,2058,SnowIce,28,28,28
BAU,CanESM2,rcp45,2058,Water,18655,18655,18655
BAU,CanESM2,rcp45,2058,Wetland,2686.56,2609.325,2770
BAU,CanESM2,rcp45,2059,Agriculture,42555.75,41969.875,43278.575
BAU,CanESM2,rcp45,2059,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2059,Developed,33659.6,32577.5,34569.675
BAU,CanESM2,rcp45,2059,Forest,154163.81,153865.325,154485.575
BAU,CanESM2,rcp45,2059,Grassland,43494.26,42784.175,44181.35
BAU,CanESM2,rcp45,2059,Shrubland,109413.36,109147.07500000001,109758.95
BAU,CanESM2,rcp45,2059,SnowIce,28,28,28
BAU,CanESM2,rcp45,2059,Water,18655,18655,18655
BAU,CanESM2,rcp45,2059,Wetland,2687.22,2609.9,2770.35
BAU,CanESM2,rcp45,2060,Agriculture,42502.89,41892.25,43229.125
BAU,CanESM2,rcp45,2060,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2060,Developed,33832.56,32741.025,34694.8
BAU,CanESM2,rcp45,2060,Forest,154124.66,153830.225,154454.875
BAU,CanESM2,rcp45,2060,Grassland,43452.65,42739.3,44094.975
BAU,CanESM2,rcp45,2060,Shrubland,109372.83,109091.45,109723.125
BAU,CanESM2,rcp45,2060,SnowIce,28,28,28
BAU,CanESM2,rcp45,2060,Water,18655,18655,18655
BAU,CanESM2,rcp45,2060,Wetland,2688.41,2604,2773.6
BAU,CanESM2,rcp45,2061,Agriculture,42458.23,41914.275,43172.575
BAU,CanESM2,rcp45,2061,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2061,Developed,34000.63,32898.425,34892.8
BAU,CanESM2,rcp45,2061,Forest,154084.54,153769.95,154410.575
BAU,CanESM2,rcp45,2061,Grassland,43407.73,42657.7,44075.675
BAU,CanESM2,rcp45,2061,Shrubland,109333.76,109036.425,109692.325
BAU,CanESM2,rcp45,2061,SnowIce,28,28,28
BAU,CanESM2,rcp45,2061,Water,18655,18655,18655
BAU,CanESM2,rcp45,2061,Wetland,2689.11,2603,2773.875
BAU,CanESM2,rcp45,2062,Agriculture,42413.72,41827.149999999994,43205.925
BAU,CanESM2,rcp45,2062,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2062,Developed,34183.37,32988.825,35025.825
BAU,CanESM2,rcp45,2062,Forest,154040.01,153730.45,154363.6
BAU,CanESM2,rcp45,2062,Grassland,43358.15,42623.3,44074.5
BAU,CanESM2,rcp45,2062,Shrubland,109289.16,109009.475,109676.825
BAU,CanESM2,rcp45,2062,SnowIce,28,28,28
BAU,CanESM2,rcp45,2062,Water,18655,18655,18655
BAU,CanESM2,rcp45,2062,Wetland,2689.59,2614,2774.05
BAU,CanESM2,rcp45,2063,Agriculture,42367.87,41773.7,43127
BAU,CanESM2,rcp45,2063,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2063,Developed,34372.79,33217.1,35206.024999999994
BAU,CanESM2,rcp45,2063,Forest,153994.34,153702.325,154316.925
BAU,CanESM2,rcp45,2063,Grassland,43303.85,42600.55,44045.175
BAU,CanESM2,rcp45,2063,Shrubland,109244.39,108966,109624.25
BAU,CanESM2,rcp45,2063,SnowIce,28,28,28
BAU,CanESM2,rcp45,2063,Water,18655,18655,18655
BAU,CanESM2,rcp45,2063,Wetland,2690.76,2605,2781.525
BAU,CanESM2,rcp45,2064,Agriculture,42324.13,41746.175,43082.375
BAU,CanESM2,rcp45,2064,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2064,Developed,34566.32,33451,35440.2
BAU,CanESM2,rcp45,2064,Forest,153947.22,153649.425,154278.4
BAU,CanESM2,rcp45,2064,Grassland,43246.51,42566.55,43949
BAU,CanESM2,rcp45,2064,Shrubland,109198.47,108901.125,109573.525
BAU,CanESM2,rcp45,2064,SnowIce,28,28,28
BAU,CanESM2,rcp45,2064,Water,18655,18655,18655
BAU,CanESM2,rcp45,2064,Wetland,2691.35,2602,2783.25
BAU,CanESM2,rcp45,2065,Agriculture,42274.77,41688.375,43010.799999999996
BAU,CanESM2,rcp45,2065,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2065,Developed,34733.91,33555.65,35595.625
BAU,CanESM2,rcp45,2065,Forest,153908.45,153617.4,154257.34999999998
BAU,CanESM2,rcp45,2065,Grassland,43204.67,42558.55,43947
BAU,CanESM2,rcp45,2065,Shrubland,109159.47,108872.35,109495
BAU,CanESM2,rcp45,2065,SnowIce,28,28,28
BAU,CanESM2,rcp45,2065,Water,18655,18655,18655
BAU,CanESM2,rcp45,2065,Wetland,2692.73,2596.4750000000004,2781.7749999999996
BAU,CanESM2,rcp45,2066,Agriculture,42232.13,41674.275,42951.225
BAU,CanESM2,rcp45,2066,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2066,Developed,34908.04,33757,35852.25
BAU,CanESM2,rcp45,2066,Forest,153866.16,153574.6,154219.3
BAU,CanESM2,rcp45,2066,Grassland,43154.45,42492.375,43889
BAU,CanESM2,rcp45,2066,Shrubland,109119.8,108828.975,109461
BAU,CanESM2,rcp45,2066,SnowIce,28,28,28
BAU,CanESM2,rcp45,2066,Water,18655,18655,18655
BAU,CanESM2,rcp45,2066,Wetland,2693.42,2604,2787.825
BAU,CanESM2,rcp45,2067,Agriculture,42184.63,41661.7,42913.175
BAU,CanESM2,rcp45,2067,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2067,Developed,35086.17,33936,36011.5
BAU,CanESM2,rcp45,2067,Forest,153822.16,153530.475,154152.75
BAU,CanESM2,rcp45,2067,Grassland,43106.7,42441.85,43860.125
BAU,CanESM2,rcp45,2067,Shrubland,109079.58,108774.375,109398
BAU,CanESM2,rcp45,2067,SnowIce,28,28,28
BAU,CanESM2,rcp45,2067,Water,18655,18655,18655
BAU,CanESM2,rcp45,2067,Wetland,2694.76,2600,2792.825
BAU,CanESM2,rcp45,2068,Agriculture,42128.13,41597,42907.625
BAU,CanESM2,rcp45,2068,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2068,Developed,35249.33,34035,36189
BAU,CanESM2,rcp45,2068,Forest,153783.12,153446.27500000002,154120.075
BAU,CanESM2,rcp45,2068,Grassland,43073.22,42379.899999999994,43836.3
BAU,CanESM2,rcp45,2068,Shrubland,109042.64,108729.6,109395
BAU,CanESM2,rcp45,2068,SnowIce,28,28,28
BAU,CanESM2,rcp45,2068,Water,18655,18655,18655
BAU,CanESM2,rcp45,2068,Wetland,2697.56,2608.8500000000004,2794.625
BAU,CanESM2,rcp45,2069,Agriculture,42077.03,41524.6,42877.825
BAU,CanESM2,rcp45,2069,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2069,Developed,35427.44,34283.5,36351.125
BAU,CanESM2,rcp45,2069,Forest,153739.37,153425.275,154079.45
BAU,CanESM2,rcp45,2069,Grassland,43029.93,42251,43782.1
BAU,CanESM2,rcp45,2069,Shrubland,109001.47,108682.8,109363
BAU,CanESM2,rcp45,2069,SnowIce,28,28,28
BAU,CanESM2,rcp45,2069,Water,18655,18655,18655
BAU,CanESM2,rcp45,2069,Wetland,2698.76,2608.325,2795.775
BAU,CanESM2,rcp45,2070,Agriculture,42031.8,41489.75,42829.925
BAU,CanESM2,rcp45,2070,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2070,Developed,35605.16,34467,36587.975
BAU,CanESM2,rcp45,2070,Forest,153696,153344,154048.275
BAU,CanESM2,rcp45,2070,Grassland,42979.01,42201.725000000006,43744.6
BAU,CanESM2,rcp45,2070,Shrubland,108962.93,108635.075,109357
BAU,CanESM2,rcp45,2070,SnowIce,28,28,28
BAU,CanESM2,rcp45,2070,Water,18655,18655,18655
BAU,CanESM2,rcp45,2070,Wetland,2699.1,2605,2791.05
BAU,CanESM2,rcp45,2071,Agriculture,41985.59,41434.55,42799.175
BAU,CanESM2,rcp45,2071,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2071,Developed,35787.99,34732.875,36798.4
BAU,CanESM2,rcp45,2071,Forest,153650.17,153308.27500000002,154000.55
BAU,CanESM2,rcp45,2071,Grassland,42930.3,42221.274999999994,43639.024999999994
BAU,CanESM2,rcp45,2071,Shrubland,108919.51,108572.1,109318
BAU,CanESM2,rcp45,2071,SnowIce,28,28,28
BAU,CanESM2,rcp45,2071,Water,18655,18655,18655
BAU,CanESM2,rcp45,2071,Wetland,2700.44,2607,2793.675
BAU,CanESM2,rcp45,2072,Agriculture,41937.84,41383.9,42786.525
BAU,CanESM2,rcp45,2072,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2072,Developed,35976.01,34890.925,36977.600000000006
BAU,CanESM2,rcp45,2072,Forest,153603.73,153248.59999999998,153963.975
BAU,CanESM2,rcp45,2072,Grassland,42879.57,42105.125,43622
BAU,CanESM2,rcp45,2072,Shrubland,108875.33,108518.65,109257.525
BAU,CanESM2,rcp45,2072,SnowIce,28,28,28
BAU,CanESM2,rcp45,2072,Water,18655,18655,18655
BAU,CanESM2,rcp45,2072,Wetland,2701.52,2607.475,2792.875
BAU,CanESM2,rcp45,2073,Agriculture,41887.87,41292.55,42701.45
BAU,CanESM2,rcp45,2073,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2073,Developed,36157.8,35042.125,37167.625
BAU,CanESM2,rcp45,2073,Forest,153559.65,153225.825,153893.1
BAU,CanESM2,rcp45,2073,Grassland,42832.93,42030.625,43566
BAU,CanESM2,rcp45,2073,Shrubland,108833.14,108471.75,109193
BAU,CanESM2,rcp45,2073,SnowIce,28,28,28
BAU,CanESM2,rcp45,2073,Water,18655,18655,18655
BAU,CanESM2,rcp45,2073,Wetland,2702.61,2607,2802.2
BAU,CanESM2,rcp45,2074,Agriculture,41849.26,41230.524999999994,42664.65
BAU,CanESM2,rcp45,2074,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2074,Developed,36343.03,35185.149999999994,37507.1
BAU,CanESM2,rcp45,2074,Forest,153510.69,153195.175,153864
BAU,CanESM2,rcp45,2074,Grassland,42776.79,41974.025,43496
BAU,CanESM2,rcp45,2074,Shrubland,108790.95,108394.425,109137
BAU,CanESM2,rcp45,2074,SnowIce,28,28,28
BAU,CanESM2,rcp45,2074,Water,18655,18655,18655
BAU,CanESM2,rcp45,2074,Wetland,2703.28,2602.85,2813.675
BAU,CanESM2,rcp45,2075,Agriculture,41797.14,41167.975000000006,42601.325
BAU,CanESM2,rcp45,2075,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2075,Developed,36513.63,35319.2,37676.425
BAU,CanESM2,rcp45,2075,Forest,153469.37,153124.1,153849.3
BAU,CanESM2,rcp45,2075,Grassland,42736.36,42000.425,43495
BAU,CanESM2,rcp45,2075,Shrubland,108752.29,108341.85,109118
BAU,CanESM2,rcp45,2075,SnowIce,28,28,28
BAU,CanESM2,rcp45,2075,Water,18655,18655,18655
BAU,CanESM2,rcp45,2075,Wetland,2705.21,2611.4750000000004,2818.2
BAU,CanESM2,rcp45,2076,Agriculture,41744.04,41105.475000000006,42601.475
BAU,CanESM2,rcp45,2076,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2076,Developed,36686.37,35553.375,37770.075
BAU,CanESM2,rcp45,2076,Forest,153429.21,153087.125,153817.55
BAU,CanESM2,rcp45,2076,Grassland,42694.26,41949.725000000006,43470.525
BAU,CanESM2,rcp45,2076,Shrubland,108712.66,108281.375,109099
BAU,CanESM2,rcp45,2076,SnowIce,28,28,28
BAU,CanESM2,rcp45,2076,Water,18655,18655,18655
BAU,CanESM2,rcp45,2076,Wetland,2707.46,2614.475,2820.6749999999997
BAU,CanESM2,rcp45,2077,Agriculture,41693.26,41056.8,42523.075
BAU,CanESM2,rcp45,2077,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2077,Developed,36857.38,35719.425,37982.625
BAU,CanESM2,rcp45,2077,Forest,153386.46,153019.175,153777.025
BAU,CanESM2,rcp45,2077,Grassland,42653.64,41924.05,43454.7
BAU,CanESM2,rcp45,2077,Shrubland,108674.68,108254.75,109083.525
BAU,CanESM2,rcp45,2077,SnowIce,28,28,28
BAU,CanESM2,rcp45,2077,Water,18655,18655,18655
BAU,CanESM2,rcp45,2077,Wetland,2708.58,2617.8,2816.975
BAU,CanESM2,rcp45,2078,Agriculture,41636.65,40966.4,42484.075
BAU,CanESM2,rcp45,2078,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2078,Developed,37047.68,35838.625,38175.25
BAU,CanESM2,rcp45,2078,Forest,153339.98,152980.55,153756.875
BAU,CanESM2,rcp45,2078,Grassland,42609.66,41868.225,43324
BAU,CanESM2,rcp45,2078,Shrubland,108629.33,108213.8,109031.525
BAU,CanESM2,rcp45,2078,SnowIce,28,28,28
BAU,CanESM2,rcp45,2078,Water,18655,18655,18655
BAU,CanESM2,rcp45,2078,Wetland,2710.7,2622.425,2822.9249999999997
BAU,CanESM2,rcp45,2079,Agriculture,41588.94,40864.95,42368.600000000006
BAU,CanESM2,rcp45,2079,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2079,Developed,37227.02,35975.1,38464.8
BAU,CanESM2,rcp45,2079,Forest,153295.1,152947.025,153731.875
BAU,CanESM2,rcp45,2079,Grassland,42562.82,41858.9,43317.225
BAU,CanESM2,rcp45,2079,Shrubland,108587.89,108157.25,108974
BAU,CanESM2,rcp45,2079,SnowIce,28,28,28
BAU,CanESM2,rcp45,2079,Water,18655,18655,18655
BAU,CanESM2,rcp45,2079,Wetland,2712.23,2625,2832.625
BAU,CanESM2,rcp45,2080,Agriculture,41541.15,40837.875,42279.525
BAU,CanESM2,rcp45,2080,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2080,Developed,37396,36091.45,38582.925
BAU,CanESM2,rcp45,2080,Forest,153253,152898.325,153652.175
BAU,CanESM2,rcp45,2080,Grassland,42520.27,41767.275,43282.65
BAU,CanESM2,rcp45,2080,Shrubland,108550.69,108105.29999999999,108952
BAU,CanESM2,rcp45,2080,SnowIce,28,28,28
BAU,CanESM2,rcp45,2080,Water,18655,18655,18655
BAU,CanESM2,rcp45,2080,Wetland,2712.89,2622,2828
BAU,CanESM2,rcp45,2081,Agriculture,41495.44,40741.975,42246.725000000006
BAU,CanESM2,rcp45,2081,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2081,Developed,37576.61,36318.05,38860.2
BAU,CanESM2,rcp45,2081,Forest,153209.68,152822.025,153589.875
BAU,CanESM2,rcp45,2081,Grassland,42470.69,41744.125,43233
BAU,CanESM2,rcp45,2081,Shrubland,108507.7,108051.17499999999,108909
BAU,CanESM2,rcp45,2081,SnowIce,28,28,28
BAU,CanESM2,rcp45,2081,Water,18655,18655,18655
BAU,CanESM2,rcp45,2081,Wetland,2713.88,2616.85,2823.05
BAU,CanESM2,rcp45,2082,Agriculture,41447.43,40731.275,42220.149999999994
BAU,CanESM2,rcp45,2082,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2082,Developed,37750.25,36485.649999999994,38940.3
BAU,CanESM2,rcp45,2082,Forest,153168.14,152794.425,153544.90000000002
BAU,CanESM2,rcp45,2082,Grassland,42426.53,41712.75,43189.15
BAU,CanESM2,rcp45,2082,Shrubland,108466.77,108015.625,108820
BAU,CanESM2,rcp45,2082,SnowIce,28,28,28
BAU,CanESM2,rcp45,2082,Water,18655,18655,18655
BAU,CanESM2,rcp45,2082,Wetland,2714.88,2616.2749999999996,2826.725
BAU,CanESM2,rcp45,2083,Agriculture,41396.45,40679.975000000006,42116.725000000006
BAU,CanESM2,rcp45,2083,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2083,Developed,37925.61,36677.6,39171.1
BAU,CanESM2,rcp45,2083,Forest,153124.84,152732.425,153509.575
BAU,CanESM2,rcp45,2083,Grassland,42382.31,41613.024999999994,43126.175
BAU,CanESM2,rcp45,2083,Shrubland,108428.19,107955.4,108778
BAU,CanESM2,rcp45,2083,SnowIce,28,28,28
BAU,CanESM2,rcp45,2083,Water,18655,18655,18655
BAU,CanESM2,rcp45,2083,Wetland,2716.6,2618.425,2826.7749999999996
BAU,CanESM2,rcp45,2084,Agriculture,41343.62,40623.25,42117.1
BAU,CanESM2,rcp45,2084,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2084,Developed,38094.43,36891.125,39419.8
BAU,CanESM2,rcp45,2084,Forest,153084,152663.375,153466.075
BAU,CanESM2,rcp45,2084,Grassland,42344.97,41569.225,43110
BAU,CanESM2,rcp45,2084,Shrubland,108388.57,107938.625,108746.025
BAU,CanESM2,rcp45,2084,SnowIce,28,28,28
BAU,CanESM2,rcp45,2084,Water,18655,18655,18655
BAU,CanESM2,rcp45,2084,Wetland,2718.41,2624,2824.05
BAU,CanESM2,rcp45,2085,Agriculture,41307.79,40581.175,42101.325
BAU,CanESM2,rcp45,2085,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2085,Developed,38284.79,37054.425,39559.2
BAU,CanESM2,rcp45,2085,Forest,153032.05,152606.47499999998,153415
BAU,CanESM2,rcp45,2085,Grassland,42287.76,41490.675,43062.125
BAU,CanESM2,rcp45,2085,Shrubland,108343.49,107903.45,108695.875
BAU,CanESM2,rcp45,2085,SnowIce,28,28,28
BAU,CanESM2,rcp45,2085,Water,18655,18655,18655
BAU,CanESM2,rcp45,2085,Wetland,2718.12,2619.325,2822.05
BAU,CanESM2,rcp45,2086,Agriculture,41255.66,40473.325,42024.75
BAU,CanESM2,rcp45,2086,Barren,19155,19155,19155
BAU,CanESM2,rcp45,2086,Developed,38452.87,37215.5,39740.875
BAU,CanESM2,rcp45,2086,Forest,152988.89,152550.40000000002,153383.15000000002
BAU,CanESM2,rcp45,2086,Grassland,42250.47,41481.274999999994,43063.975
BAU,CanESM2,rcp45,2086,Shrubland,108306.62,107862.025,108681
BAU,CanESM2,rcp45,2086,SnowIce,28,28,28
BAU,CanESM2,rcp45,2086,Water,18655,18655,18655
BAU,CanESM2,rcp45,2086,Wetland,2719.49,2628,2824.625
BAU,CanESM2,rcp45,2087,Agriculture,41204.79,40394.425,41939.725
BAU,CanESM2,rcp45,2087,Barren,19155,19155,19155
